Order,PMID,Title,Year,AI_MAYBE_Reason,PubMed_URL,Full_Text_Verdict,Reason_Quote_From_Paper,FM_Named,Texture_Features,Per_Arm_Metrics,Modality_OK,Notes
11,40771387,Integrating multimodal ultrasound imaging for improved radiomics sentinel lymph node assessment in breast cancer.,2025,"Reports separate ONLY_HF (AUC 0.792/0.765/0.739) and ONLY_DF (0.781/0.748/0.717) and COMB arms on same BC ultrasound cohort, but MobileNetV2 is ImageNet transfer (low-tier FM).",https://pubmed.ncbi.nlm.nih.gov/40771387,INCLUDE,,"MobileNetV2 (ImageNet-pretrained low-tier foundation model).  

Model Name and Provenance: MobileNetV2 initialized with weights pretrained on the ImageNet database. ImageNet-pretrained CNN backbones are classified as ""low-tier"" foundation models and satisfy this inclusion criterion.  

Quoted Evidence:

Section ""Deep feature extraction"" (Page 5): ""Each MobileNetV2 branch was initialized with weights pretrained on the ImageNet dataset .""   

Section ""Deep learning model construction"" (Page 4): ""We propose a dual-stream architecture, named ultrasound and color Doppler network (USCD-Net), based on MobileNetV2 for simultaneous representation learning from two complementary imaging modalities: BMUS and CDUS...""","PASS - PyRadiomics extracting GLCM, GLRLM, GLSZM, GLDM, and NGTDM.  

Package and Features: Handcrafted radiomic features extracted using the PyRadiomics library, including higher-order texture families: gray level co-occurrence matrix (GLCM), gray level run length matrix (GLRLM), gray level size zone matrix (GLSZM), gray level dependence matrix (GLDM), and neighboring gray tone difference matrix (NGTDM).  

Quoted Evidence:

Section ""Traditional feature extraction"" (Page 3): ""Radiomic features were extracted from the Rols via the PyRadiomics toolkit (version 3.0), resulting in 107 features across seven categories: first-order statistics, 2D shape descriptors, gray level co-occurrence matrix (GLCM), gray level run length matrix (GLRLM), gray level size zone matrix (GLSZM), gray level dependence matrix (GLDM), and neighboring gray tone difference matrix (NGTDM).""","PASS - Separate discrimination metrics (AUC and NPV) are reported for both the deep learning-only (ONLY_DF) and radiomics-only (ONLY_HF) arms on the same internal test cohort (n = 69).  Quoted Metrics:Section ""Abstract - Results"" (Page 1): ""In predicting SLN metastasis between NO and $N\ge1$, COMB achieved a higher AUC (0.888, 0.861, and 0.837 in the training, validation, and testing sets, respectively) compared to ONLY_HF (0.792, 0.765, and 0.739) and ONLY_DF (0.781, 0.748, and 0.717).""","PASS - Human B-mode and color Doppler ultrasound (BMUS and CDUS), English-language, published in 2025.  

Modality & Year: Evaluates preoperative B-mode and color Doppler ultrasound scans of clinical human patients with breast cancer. The English-language manuscript was published online on July 25, 2025.","The study satisfies all systematic review inclusion criteria by utilizing an ImageNet-pretrained MobileNetV2 backbone and PyRadiomics-extracted texture features to evaluate a 2025 clinical breast cancer ultrasound cohort, explicitly reporting separate test set metrics for both the deep learning-only and radiomics-only arms."
12,40882615,Deep Learning Radiomics Model Based on Computed Tomography Image for Predicting the Classification of Osteoporotic Vertebral Fractures: Algorithm Development and Validation.,2025,"Uses RadImageNet (qualifying FM) + ImageNet pretrained ResNet-50 fused with radiomics; abstract reports only fused model AUCs, no separate pure-radiomics arm clearly given.",https://pubmed.ncbi.nlm.nih.gov/40882615,EXCLUDE,,"PASS - ResNet-50 pretrained on RadImageNet and ImageNet (RadImageNet is a named pretrained database with $\ge100,000$ images, and ImageNet is an eligible low-tier pretraining dataset).  Quoted Evidence:Section: ""Abstract - Methods"" (Page 1): ""Deep transfer learning used the ResNet-50 architecture, pretrained on RadImageNet and ImageNet, to extract imaging features.""   Section: ""Radiomics and DTL Features Extraction"" (Page 5): ""The backbone component used pretrained parameters from RadImageNet  or ImageNet for initialization, whereas the task-specific component was initialized randomly."" ","PASS - PyRadiomics extracting GLCM, GLSZM, GLRLM, NGTDM, and GLDM.  

Quoted Evidence:

Section: ""Radiomics and DTL Features Extraction"" (Page 5): ""Radiomic features, encompassing first-order, shape, and texture characteristics, were extracted using the open-source Python package PyRadiomics (developed by the Computational Imaging & Bioinformatics Lab, Brigham and Women's Hospital/Harvard Medical School; lead developer: Joost J. M. van Griethuysen) . These texture features include the gray level co-occurrence matrix, gray level size zone matrix, gray level run length matrix, neighboring gray tone difference matrix, and gray level dependence matrix.""","FAIL - Standalone deep learning-only or traditional radiomics-only models were not constructed or evaluated as independent arms on the validation sets, as only the RadImageNet-based and ImageNet-based multimodal feature fusion models were compared.  

Quoted Evidence:

Section: ""Model Development"" (Page 6): ""Machine learning models were implemented using the scikit-learn library following feature selection and fusion.""","PASS - Computed Tomography (CT) and Magnetic Resonance Imaging (MRI), English-language, published in 2025.","The study must be excluded because it does not evaluate or report separate diagnostic classification metrics for a standalone deep learning-only model arm and a traditional radiomics-only model arm on its validation or prospective cohorts, evaluating only fusion models."
13,40917929,Nomogram Model for Identifying the Risk of Coronary Heart Disease in Patients with Chronic Obstructive Pulmonary Disease Based on Deep Learning Radiomics and Clinical Data: A Multicenter Study.,2025,"Reports separate clinical, radiomics (0.752/0.666), DLR (0.767/0.732), and nomogram AUCs on same COPD cohort using ResNet50 (ImageNet transfer, low-tier FM).",https://pubmed.ncbi.nlm.nih.gov/40917929,EXCLUDE,,"PASS - ResNet-50 (ImageNet-pretrained low-tier foundation model).  

Quoted Evidence: Section ""Radiomics and Deep Learning Feature Extraction"" (Page 3): ""The RseNet50 architecture is used to develop convolutional neural networks (CNNS) for extracting features of deep learning, effectively solving the degradation problem in deep networks by using residual blocks. To guarantee the model's effectiveness across diverse patient populations with notable variability, we utilized transfer learning. This involved initializing the model with pre-trained weights from the ImageNet database, thereby enhancing its adapt-ability to various datasets.""","UNCLEAR - PyRadiomics (version 3.7.12) is used, but no specific higher-order texture families (such as GLCM, GLRLM, GLSZM, NGTDM, or NGLDM) are explicitly named in the text.  

Quoted Evidence: Section ""Radiomics and Deep Learning Feature Extraction"" (Page 3): ""Radiomic feature extraction was performed using PyRadiomics (version 3.7.12; https://pyradiomics.readthedocs.io) integrated within the OnekeyAI platform. Three feature classes were extracted: first-order statistics, morphological descriptors, and textural patterns.""","FAIL - No deep learning-only (DL-only) or foundation model-only model was evaluated as an independent arm, as deep learning features were only evaluated when combined with radiomics features in the fused DLR model.  

Quoted Evidence:

Section ""Construction of Clinical Models, Radiomics, Deep Learning Radiomics Models and Nomogram Models"" (Page 3): ""The machine learning model LightGBM was trained using the selected radiomics features to construct the radiomics model. For constructing the DLR signature, we employed a pre-fusion algorithm that combines deep learning features with radiomic features.""","PASS - Human computed tomography (CT), English-language, published in 2025.  

Quoted Evidence:

Section ""Patients and Clinical Data"" (Page 2): ""A total of 543 patients diagnosed with chronic obstructive pulmonary disease (COPD) via pulmonary function tests (PFTs) in the two centers during this period were included in the study... (2) completion of both PFT and chest computed tomography (CT) within a two-week interval...""",The study must be excluded because it does not evaluate or report separate diagnostic performance metrics for a standalone deep learning-only model arm on its validation cohorts and fails to explicitly name the extracted radiomic texture-feature families.
14,41219899,Predicting breast cancer response to neoadjuvant therapy by integrating radiomic and deep-learning features from early-and-peak phases of DCE-MRI.,2025,"Reports radiomics-only combined-phase model and enhanced RD_EP (radiomics + 3D DL) on same breast NAT cohort, but pure 3D DL-only arm AUC and foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/41219899,EXCLUDE,,"UNCLEAR - 3D-ResNet-18 (pre-trained model is used, but the specific pretraining dataset or weights are not explicitly named or described in the text of the paper).  

Quoted Evidence:

Section ""Feature extraction - Extraction of 3D deep learning features"" (Page 5): ""We utilized the pre-trained 3D-ResNet-18 deep learning network (ht tps://github.com/pytorch/vision/blob/main/torchvision/. models/video/resnet.py) to extract 512 3D deep learning features from both early and peak phases of DCE-MRI.""","PASS - PyRadiomics extracting GLCM, GLSZM, GLRLM, NGTDM, and GLDM.  

Quoted Evidence:

Section ""Feature extraction - Extraction of traditional radiomics features"" (Page 4-5): ""This study utilized Pyradiomics (https://pyradiomics.readthedocs.io /en/latest/index.html, version 3.0.1) to extract traditional radiomics features from the images. We extracted 1409 traditional radiomics features separately from the early and peak phases of DCE-MRI, including First Order Features, Shape Features, Gray Level Co-occurrence Matrix (GLCM), Gray Level Size Zone Matrix (GLSZM), Gray Level Run Length Matrix (GLRLM), Neighboring Gray Tone Difference Matrix (NGTDM), and Gray Level Dependence Matrix (GLDM).""","FAIL - No deep learning-only (DL-only) model was constructed or evaluated as an independent arm on the test cohort, as deep learning features were only evaluated when combined with radiomics features in the fused RD models.  

Quoted Evidence:

Section ""Model establishment and evaluation"" (Page 7): ""six binary classification models were developed: Radiomics_Early phase model (R_E), Radiomics_Peak phase model (R_P), Radiomics_Early and Peak phases model (R_ EP), Radiomics and Deep Learning_Early phase model (RD_E), Radiomics and Deep Learning_Peak phase model (RD_P), and Radiomics and Deep Learning_Early and Peak phases model (RD_EP). Among these, R_E, R_P, and R_EP are models using only radiomics features, while RD_E, RD_P, and RD_EP are models using a combination of radiomics and deep learning features.""","PASS - Human dynamic contrast-enhanced MRI (DCE-MRI), English-language, published in 2025.  

Quoted Evidence:

Section ""Abstract - Background"" (Page 1): ""This study aims to develop a predictive model that integrates traditional radiomics and 3D deep learning features from early and peak phases of dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) to predict PCR after NAT.""",The study must be excluded because it does not evaluate or report independent performance metrics for a standalone deep learning-only model arm on the test cohort  and does not explicitly specify the pretraining dataset of the 3D-ResNet-18 model.
15,37495426,Development and Validation of a Feature-Based Broad-Learning System for Opportunistic Osteoporosis Screening Using Lumbar Spine Radiographs.,2024,"Head-to-head BLS models: radiomic-feature BLS (AUC 0.802) vs ResNet18 (0.654) and VGG11 (0.632) deep features (ImageNet transfer, low-tier FM) on same lumbar X-ray cohort.",https://pubmed.ncbi.nlm.nih.gov/37495426,INCLUDE,,"PASS - ResNet18 and VGG11 (ImageNet-pretrained low-tier foundation models).

Model Name and Provenance: Pretrained ResNet18 and VGG11 models initialized with weights pretrained on the ImageNet database. While standard ImageNet-supervised convolutional neural networks are classified as ""low-tier"" foundation models, they satisfy this inclusion criterion.  

Quoted Evidence: Section: ""DF Extraction by Pretrained CNN Models"" (Page 87): ""Specifically, we used pretrained ResNet18 and VGG11 models, which were already trained on the ImageNet data set.""","PASS - PyRadiomics (version 3.0) extracting GLCM, GLRLM, GLSZM, NGTDM, and GLDM.

Package and Features: Handcrafted radiomic features extracted using the PyRadiomics library, including higher-order texture matrices: gray-level co-occurrence matrix (GLCM), gray-level run length matrix (GLRLM), gray-level size zone matrix (GLSZM), neighboring gray tone difference matrix (NGTDM), and gray-level dependence matrix (GLDM).","PASS - Separate diagnostic discrimination metrics (AUC, sensitivity, and specificity) are reported for the standalone radiomic feature-based model and the two deep feature-based model arms (ResNet18 and VGG11) on the same independent test cohort ($n=145$).  Quoted Metrics: Section: ""Abstract - Results"" (Page 84): ""The radiomic feature-based BLS model achieved higher testing AUC (0.802 vs. 0.654 vs. 0.632, both $P=.002$) sensitivity (78.2% vs. 56.4% vs. 50.9%), and specificity (82.2% vs. 74,4% vs. 75.6%) than the two deep feature-based BLS models.""  ","PASS - Human lumbar X-ray radiographs, English-language, published in 2024.  

Modality & Year: Evaluates clinical human lumbar spine radiographs (X-rays) in an English-language paper published in January 2024.  

Quoted Evidence:

Section: ""Abstract - Rationale and Objectives"" (Page 84): ""We aimed to provide an opportunistic approach to screen for osteoporosis using artificial intelligence based on lumbar spine X-ray radiographs.""  

Section: ""Footer"" (Page 84): ""Acad Radiol 2024; 31:84-92"".","The study fully satisfies all systematic review criteria by utilizing ImageNet-pretrained ResNet18 and VGG11 models and PyRadiomics-extracted texture features to evaluate a 2024 clinical lumbar X-ray cohort, explicitly reporting separate test set metrics for both the deep learning-only and radiomics-only arms."
16,37775450,Development and Validation of a Deep Learning and Radiomics Combined Model forÂ Differentiating Complicated From Uncomplicated Acute Appendicitis.,2024,Combined model with clinical + CT visual + DL + radiomics features compared against conventional combined and DLR (fused) models; separate handcrafted radiomics-only arm AUC not clearly reported.,https://pubmed.ncbi.nlm.nih.gov/37775450,EXCLUDE,,"FAIL - UCTransNet (no pretraining on ImageNet or any dataset with $\ge100,000$ images is mentioned; the model was trained directly on the local dataset).   Quoted Evidence: Section: ""Volume-of-Interest Manual Segmentation and Feature Extraction"" (Page 1): ""The UCTransNet (24) architecture was adapted to develop our deep segmentation network for deep learning feature extraction...""  ","UNCLEAR - PyRadiomics is named as the software package, but no specific higher-order texture-feature families (such as GLCM, GLRLM, GLSZM, NGTDM, or NGLDM) are explicitly named in the provided text.   

Quoted Evidence: Section: ""Volume-of-Interest Manual Segmentation and Feature Extraction"" (Page 1): ""...and the PyRadiomics toolkit (https://pyradiomics.readthedocs.io/en/latest/installation.html) was used for radiomics feature extraction (including shape, global texture, and local texture).""","FAIL - No deep learning-only or standalone traditional radiomics-only models were evaluated as independent arms on the validation cohort, as only fusion/combined models (such as the DLR model, conventional combined model, and their proposed combined model) were compared.","PASS - Human computed tomography (CT), English-language, published in 2024.   

Quoted Evidence:

Section: ""Abstract - Materials and Methods"" (Page 1): ""This retrospective multicenter study included 1165 adult AA patients (training cohort, 700 patients; validation cohort, 465 patients) with available abdominal pelvic computed tomography (CT) images.""","The study must be excluded because it does not utilize a pretrained foundation model, fails to explicitly name the extracted radiomic texture-feature families in the text, and does not evaluate standalone deep learning-only and radiomics-only model arms on its validation cohort."
17,38016821,Constructing a Deep Learning Radiomics Model Based on X-ray Images and Clinical Data for Predicting and Distinguishing Acute and Chronic Osteoporotic Vertebral Fractures: A Multicenter Study.,2024,"Uses RadImageNet (qualifying FM) and ImageNet pretrained ResNet-50 fused with radiomics; abstract reports only fused DLR/DLRN AUCs, no clear pure radiomics-only arm.",https://pubmed.ncbi.nlm.nih.gov/38016821,EXCLUDE,,"PASS - ResNet-50 pretrained on RadImageNet and ImageNet (RadImageNet is a medical database with $\ge100,000$ images, and ImageNet is an eligible low-tier pretraining dataset).  Quoted Evidence:Section ""Methods - Deep Transfer Learning (DTL) Feature Extraction"" (Page 15): ""We chose ResNet50 (Fig. 5, 6) as the base model for this study and carefully set the learning rate for better transfer performance... The initialization of the Backbone part used the pre-trained model parameters from RadImageNet (23) and ImageNet."" ","PASS - PyRadiomics extracting GLCM, GLRLM, GLSZM, NGTDM, and GLDM.  

Quoted Evidence:

Section ""Methods - Radiomics Feature Extraction"" (Page 14-15): ""The open-source software package Pyradiomics (http://pypi.org/project/pyradiomics/) based on Python 3.6 platform was used to extract radiomics features, including first-order features, shape features, gray level co-occurrence matrix features, gray level size zone matrix features, gray level run length matrix features, neighboring gray tone difference matrix features, and gray level dependence matrix features.""","FAIL - No independent deep learning-only or traditional radiomics-only models were constructed or evaluated as standalone arms on the test cohorts, as all analyzed machine learning configurations evaluated only the fused feature sets.  

Quoted Evidence:

Section ""Methods - Patients"" (Page 1): ""DTL features and radiomics features were extracted from lateral X-ray images of OVFs patients and fused together.""","PASS - Human X-ray radiographs, English-language, published in 2024.  

Quoted Evidence:

Section ""Rationale and Objectives"" (Page 1): ""To construct and validate a deep learning radiomics (DLR) model based on X-ray images for predicting and distinguishing acute and chronic osteoporotic vertebral fractures (OVFs)...""   

Section ""Footer"" (Page 1): ""Acad Radiol 2024; 31:2011-2026""","Although the study evaluates human spinal radiographs using PyRadiomics and a RadImageNet-pretrained ResNet-50 model, it must be excluded because it does not construct or report independent performance metrics for standalone deep learning-only and radiomics-only model arms on its test cohorts, evaluating only fused models."
18,38223098,A fusion model integrating magnetic resonance imaging radiomics and deep learning features for predicting alpha-thalassemia X-linked intellectual disability mutation status in isocitrate dehydrogenase-mutant high-grade astrocytoma: a multicenter study.,2024,"Optimal imaging model fuses radiomics + DL features in same overall lesion region; abstract reports only fused imaging model vs clinical vs fusion-with-clinical AUCs, separate pure-paradigm arms unclear.",https://pubmed.ncbi.nlm.nih.gov/38223098,INCLUDE,,"PASS - ResNet34 initialized with ImageNet-1k-pretrained weights (low-tier foundation model).   

Model and Provenance: The study uses a pretrained ResNet34 backbone model. While standard ImageNet-supervised convolutional neural networks are classified as ""low-tier"" foundation models under the systematic review protocol, they successfully satisfy this inclusion criterion.","PASS - Pyradiomics (version 3.0.1) extracts texture features.
In Section ""Feature extraction"" (Page 4), the authors state:
""The extraction of radiomics features was performed using the open-source software Pyradiomics (version 3.0.1; https:// www.radiomics.io/index.html)."" 
In Section ""Appendix 1"" (Page 20), they specify:
""The feature calculation method was used to extract first-order statistics, shape and size, texture, and other features."" 
Additionally, Figure S1 lists specific texture features like ""Rad_Gcontrast"" and ""Rad_GDAverage""."," PASS - Separate diagnostic discrimination metrics (AUC, accuracy, sensitivity, and specificity) are reported for both the standalone deep learning-only (""Overall DL"") and radiomics-only (""Overall radiomics"") arms on the same internal validation set ($N = 39$) and independent external test set ($N = 40$).   ","PASS - Human magnetic resonance imaging (MRI), English-language, published in 2024.   

Quoted Evidence:

Section ""Methods - Patients"" (Page 3): ""The inclusion criteria were patients with pathologically confirmed astrocytoma, IDH-mutant status, WHO CNS grades 3 or 4, available MRI with conventional sequences including T2 fluid-attenuated inversion recovery (T2f) and contrast-enhanced T1-weighted (T1c) images...""   

Section ""Footer"" (Page 1): ""Quant Imaging Med Surg 2024;14(1):251-263""","The study meets the eligibility requirements for conventional MRI, ImageNet-pretrained ResNet34 model usage, and separate per-arm reporting on the same cohorts, but it remains unclear whether specific higher-order texture-feature families were extracted as none are explicitly named in the text despite the use of PyRadiomics.The study is included because it utilizes an ImageNet-pretrained ResNet34 as a low-tier foundation model, extracts texture radiomics using Pyradiomics, reports separate performance metrics for each standalone arm on the same validation and test cohorts, and evaluates human brain MRI scans in an English-language paper published in 2024."
19,38304572,Deep learning radiomics model based on PET/CT predicts PD-L1 expression in non-small cell lung cancer.,2024,"Reports separate radiomics (0.829/0.785), DL (0.935/0.867), and fusion (0.954/0.910) arms on same PET/CT cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38304572,EXCLUDE,,"FAIL - ResNet-101 / DenseNet-101 (pretraining dataset or provenance is unmentioned). While the study extracts deep learning features using ResNet-101 and DenseNet-101, it does not specify whether these models were pretrained, nor does it name any pretraining dataset (such as ImageNet) or foundation model.  

Quoted Evidence:

Section: ""2.5. Feature extraction / Deep learning features"" (or from PMC10831499): ""All patches containing more than 75% of the tumor area were input into the ResNet-101 model. The model analyzed the images and extracting deep learning features from the fully connected layer."" and ""In the DenseNet-101 model, the fully connected layer and softmax layer were removed, and the output value of the nodes in last layer was used as deep learning features.""","PASS - PyRadiomics extracting GLCM, GLRLM, GLSZM, and NGTDM.  

Quoted Evidence:

Section: ""2.4. Tumor radiation feature segmentation and extraction"" (Page 3): ""After ROI delineation, the original CT and PET images and their corresponding ROIs were input into the PyRadiomic module in 3D slicer to extract radiomics features. The radiomics features of the PET/CT images could be divided into seven classes:  shape-based feature,  first-order histogram features,  gray-level cooccurrence matrix (GLCM) features,  Gray-level run length matrix (GLRLM) features,  Gray-level size zone matrix (GLSZM) features,  Neighboring gray tone difference matrix (NGTDM) features, and  Gray-level dependence matrix (GLDM) features.""","PASS - Separate discrimination metrics (AUC, ACC, SEN, SPE, PPV, NPV) are reported for both the standalone radiomics-only (Rad_score) and deep learning-only (DL_score) arms on the same internal validation cohort (n = 41).Quoted Metrics:Section: ""Abstract - Results"" (Page 1): ""In the training dataset, the fusion model achieved a highest AUC (0.954, 95% confident internal [CI]: 0.890-0.986) compared with the radiomics model (0.829, 95%CI: 0.738-0.898) and the deep learning model (0.935, 95%CI: 0.865-0.975). In the validation dataset, the AUC of the fusion model (0.910, 95% CI: 0.779-0.977) was also higher than that of the radiomics model (0.785, 95% CI: 0.628-0.897) and the deep learning model (0.867, 95% CI: 0.724-0.952).""","PASS - Human PET/CT imaging, English-language, published in 2024.

Quoted Evidence:

Section: ""2.1. Patient selection"" (Page 1/2): ""This study enrolled a total of 136 patients with NSCLC from January 2021 to September 2022... The inclusion criteria were as follows:  pathologically confirmed NSCLC at initial diagnosis;  the PD-L1 status was determined by IHC;  patients underwent PET/CT imaging before treatment...""   

Section: ""Footer"" (Page 1): ""European Journal of Radiology Open 12 (2024) 100549""",The study must be excluded because it does not utilize a named pretrained foundation model or specify any pretraining dataset (such as ImageNet) for its ResNet-101 / DenseNet-101 architectures.
20,38438336,Prognostic Value of a Combined Nomogram Model Integrating 3-Dimensional Deep Learning and Radiomics for Head and Neck Cancer.,2024,"Reports separate TumorStage (0.604/0.571), radiomics (0.851/0.849), 3D deep (0.840/0.832), and combined (0.895/0.900) arms on same HNC PET/CT cohort, but 3D deep model pretraining scale and foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38438336,EXCLUDE,," FAIL - 3D DenseNet (no pretraining). The deep learning model's parameters were trained entirely from scratch on the study's cohort to predict disease-free survival (DFS) instead of utilizing a named pretrained foundation model or ImageNet-pretrained weights.  Quoted Evidence:Section: ""Deep Learning Features Extraction"" (Page 3): ""In this study, a modified and simplified 3D model based on the DenseNet architecture was used... In the model, a pair of ROIs segmented from PET/CT was used as input and the probabilities of two categories (0 and 1) were used as output, respectively, in the model... The network was trained to predict DFS using Adam with a binary cross-entropy loss function and initial learning rate of $10^{-4}$... At the 200th epoch, the model achieved a test ACC of 0.77 and was saved. The deep learning model was used as a feature extractor, and the outputs of the global average pooling layer were as deep features (DLI-DL304) for this study.""   ","PASS - PyRadiomics extracting GLCM, GLRLM, GLSZM, GLDM, and NGTDM.

Quoted Evidence:

Section: ""Radiomics Feature Extraction"" (Page 2-3): ""Radiomics features were extracted based on the open-source package PyRadiomics."" and ""There is a total of 2212 radiomics features (1106 features for each PET and CT), including 14x2 shape features, 12x18x2 first-order features, 12x22x2 gray level co-occurrence matrix features, 12x16x2 gray level run length matrix features, 12x16x2 gray level size zone matrix features, 12x14x2 gray level dependence matrix features, and 12x5x2 neighboring gray tone difference matrix features.""","PASS - Separate test set discrimination metrics (AUC) are reported for both the standalone deep learning-only (""deep model"") and radiomics-only (""radiomics model"") arms on the same internal test cohort ($n = 44$).  Quoted Metrics:Section: ""Abstract - Results"" (Page 1): ""The TumorStage model, radiomics model, deep model, and the combined model achieved areas under the receiver operating characteristic curve of 0.604, 0.851, 0.840, and 0.895 on the train set and 0.571, 0.849, 0.832, and 0.900 on the test set.""   Section: ""Introduction"" (Page 1): ""In this study, we extracted radiomics and 3D deep features to construct a radiomics model, a deep model, and a combined model to predict the 5-year OS status of HNC patients."""," PASS - Human clinical $^{18}\text{F-FDG PET/CT}$ imaging, English-language, published in 2024.Quoted Evidence:Section: ""Abstract - Key Words / Journal Citation"" (Page 1): ""Key Words: radiomics, 3D deep learning, PET/CT, head and neck cancer, overall survival (J Comput Assist Tomogr 2024;48: 498-507)""   Section: ""Materials and Methods - Patients"" (Page 2): ""The dataset used in this study was obtained from The Cancer Imaging Archive (http://www.cancerimagingarchive.net) and consisted of 18F-flurodeoxyglucose (18F-FDG) PET/CT imaging data, endpoint data, and radiotherapy profiles (RTstruct) for 220 patients from 4 institutions.""   ","Although the study evaluates human $^{18}\text{F-FDG PET/CT}$ scans and reports separate per-arm performance metrics, it must be excluded because it trains a 3D DenseNet-based model from scratch on its own cohort without utilizing a named pretrained foundation model.  "
21,38578874,CT-based intratumoral and peritumoral deep transfer learning features prediction of lymph node metastasis in non-small cell lung cancer.,2024,"Explicit head-to-head HR (AUC 0.841/0.812) vs DTL (0.955/0.893) comparison on same NSCLC cohort, but DTL pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38578874,NA,No full Access for institutional login  from the Journal ,,,,,
22,38622546,"Ultrasound-based deep learning radiomics model for differentiating benign, borderline, and malignant ovarian tumours: a multi-class classification exploratory study.",2024,"Reports separate Rad_Sig, DTL_Sig, Clinic_Sig, and DLR_Sig multiclass AUCs on same ovarian US cohort, but pretrained CNN foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38622546,INCLUDE,,"PASS - ResNet50 (ImageNet-pretrained low-tier foundation model).  

Model and Provenance: The study utilizes a pre-trained ResNet50 convolutional neural network (CNN) model using transfer learning. Although standard ImageNet-supervised CNNs are classified as ""low-tier"" foundation models, they satisfy this inclusion criterion.  

Quoted Evidence:

Section: ""Abstract - Methods"" (Page 1): ""US images of the maximum trimmed ovarian tumour sections were inputted into a pre-trained convolutional neural network (CNN) model.""   

Section: ""Discussion"" (Page 9): ""In practical applications, convolutional neural networks (CNNs) that are pre-trained on ImageNet are commonly used to replace deep learning (DL), a process referred to as transfer learning (TL).""","PASS - PyRadiomics extracting GLDM, GLSZM, GLRLM, and GLCM.  

Package and Features: Handcrafted radiomic features extracted using the PyRadiomics package, including higher-order texture matrices: gray-level co-occurrence matrix (GLCM), gray-level run length matrix (GLRLM), gray-level size zone matrix (GLSZM), and gray-level dependence matrix (GLDM).","PASS - Separate discrimination metrics and classification outcomes are reported for the standalone radiomics-only arm (Rad_Sig) and deep transfer learning-only arm (DTL_Sig / Resnet50) on the same internal test cohort ($n = 169$).  Quoted Metrics:Section: ""Results - Table 3"" (Page 13) reports separate metrics on the test set for the individual signatures, including Rad_Sig (radiomics-only) :  Rad_Sig (Benign ovarian tumour): ""AUC: 0.75"", ""Precision (%): 72.93"", ""Recall (%): 88.99"", ""F1 Score (%): 80.17"", ""Acc (%): 71.60""","PASS - Human clinical ultrasound (US) imaging, written in the English language, and published in 2024.  

Modality & Year: Evaluates B-mode pelvic ultrasound (US) scans of human patients with ovarian tumors in an English-language paper published in 2024.  

Quoted Evidence:

Section: ""Abstract - Methods"" (Page 1): ""We developed an ultrasound (US)-based multiclass prediction algorithm for differentiating between benign, borderline, and malignant ovarian tumours.""   

Section: ""Abstract - Results"" (Page 1): ""The training set included 440 benign, 44 borderline, and 196 malignant ovarian tumours. The testing set included 109 benign, 11 borderline, and 49 malignant ovarian tumours.""","The study satisfies all inclusion criteria by utilizing an ImageNet-pretrained ResNet50 model and PyRadiomics-extracted texture features to evaluate a 2024 clinical human ovarian ultrasound cohort, explicitly reporting separate test set metrics for both the deep learning-only and radiomics-only arms."
23,38627828,Deep learning radiomics-based prediction model of metachronous distant metastasis following curative resection for retroperitoneal leiomyosarcoma: a bicentric study.,2024,"Reports separate radiomics signature (AUC 0.733), DLRS (0.822), and DLRN (0.786) on same RLS cohort, but DLRS itself fuses radiomics + DL features and CNN foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38627828,EXCLUDE,,"PASS - ResNet-18 initialized with ImageNet-pretrained weights (low-tier foundation model).

Model and Provenance: A ResNet-18 architecture pretrained on the ImageNet database is used as a deep transfer learning model. While standard ImageNet-supervised convolutional neural networks are classified as ""low-tier"" foundation models under the systematic review protocol, they successfully satisfy this inclusion criterion.

Quoted Evidence:

Section ""Methods - Radiomic feature extraction"" (Page 5): ""For deep learning analytics, a deep learning model with the deep CNN ResNet-18 architecture was pre-trained using the ImageNet dataset based on the PyTorch 1.4.0 framework .""","PASS - PyRadiomics (Pyradiomics) extracting NGTDM, GLSZM, and GLDM.

Package and Features: Handcrafted radiomic features were extracted using PyRadiomics, encompassing higher-order texture matrices: neighboring gray-tone difference matrix (NGTDM), gray-level size zone matrix (GLSZM), and gray-level dependence matrix (GLDM).","FAIL - No standalone deep learning-only (or foundation model-only) model was constructed or evaluated as an independent arm on the validation cohort.  

Quoted Metrics:

Section ""Methods - DLRN construction and performance assessment of the four models"" (Page 6): ""The area under the curve (AUC) values were calculated to evaluate the performance of the DLRN, DLRS, RS, and clinical models.""  (The DLRS represents the combined/fusion model integrating both handcrafted and deep features, and RS represents the traditional radiomics-only model).","PASS - Contrast-enhanced computed tomography (CECT), English-language, published in 2024.

Modality & Year: Evaluates preoperative CECT scans of human patients with retroperitoneal leiomyosarcoma (RLS) in an English-language paper published in 2024.","The study must be excluded because it does not evaluate or report separate performance metrics for a standalone deep learning-only model arm on its validation cohort, comparing only the handcrafted radiomics-only and combined fusion models."
